id,title,fancy_title,slug,posts_count,reply_count,highest_post_number,image_url,created_at,last_posted_at,bumped,bumped_at,archetype,unseen,pinned,unpinned,excerpt,visible,closed,archived,bookmarked,liked,views,like_count,has_summary,last_poster_username,category_id,pinned_globally,featured_link,has_accepted_answer,posters
94098,RuntimeError: Mobile optimized model cannot be inferenced on GPU,RuntimeError: Mobile optimized model cannot be inferenced on GPU,runtimeerror-mobile-optimized-model-cannot-be-inferenced-on-gpu,4,2,4,,2020-08-25T20:37:57.086Z,2020-08-28T23:44:00.674Z,True,2020-08-28T23:44:00.674Z,regular,False,False,,,True,False,False,,,73,0,False,ptrblck,18,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 34999, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3534, 'primary_group_id': None}]"
73841,Pytorch not compatible with React-native library,Pytorch not compatible with React-native library,pytorch-not-compatible-with-react-native-library,10,1,10,,2020-03-20T05:27:44.705Z,2020-08-28T11:57:51.348Z,True,2020-08-28T11:57:51.348Z,regular,False,False,,,True,False,False,,,481,2,False,Sxela,18,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 28806, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 24326, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 35363, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 35794, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 36057, 'primary_group_id': None}]"
88892,Android build cannot find pytorch_android:addHeadersTobundleReleaseAar,Android build cannot find pytorch_android:addHeadersTobundleReleaseAar,android-build-cannot-find-pytorch-android-addheaderstobundlereleaseaar,3,0,3,,2020-07-12T17:09:14.360Z,2020-08-27T08:17:20.963Z,True,2020-08-27T08:17:20.963Z,regular,False,False,,,True,False,False,,,147,1,False,111380,18,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 34212, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 36009, 'primary_group_id': None}]"
94190,XNNPACK engine not utilized,XNNPACK engine not utilized,xnnpack-engine-not-utilized,1,0,1,,2020-08-26T13:34:51.407Z,2020-08-26T13:34:51.469Z,True,2020-08-26T13:34:51.469Z,regular,False,False,,,True,False,False,,,57,0,False,JustasZ,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 31921, 'primary_group_id': None}]"
93947,Is reverse engineered Pytorch model a concern?,Is reverse engineered Pytorch model a concern?,is-reverse-engineered-pytorch-model-a-concern,1,0,1,,2020-08-24T17:05:45.420Z,2020-08-24T17:05:45.495Z,True,2020-08-24T17:05:45.495Z,regular,False,False,,,True,False,False,,,46,0,False,Arun_Kumar1,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 28806, 'primary_group_id': None}]"
93883,LibTorch in iOS message filtering extension,LibTorch in iOS message filtering extension,libtorch-in-ios-message-filtering-extension,2,0,2,,2020-08-24T08:56:47.219Z,2020-08-24T12:01:50.478Z,True,2020-08-24T12:01:50.478Z,regular,False,False,,,True,False,False,,,49,0,False,jiayu,18,False,,True,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 33657, 'primary_group_id': None}]"
93179,"Abort message: 'terminating with uncaught exception of type c10::Error: _ivalue_ INTERNAL ASSERT FAILED at ../torch/csrc/jit/api/object.cpp:19, please report a bug to PyTorch. (_ivalue at ../torch/csrc/jit/api/object.cpp:19)","Abort message: &lsquo;terminating with uncaught exception of type c10::Error: _ivalue_ INTERNAL ASSERT FAILED at ../torch/csrc/jit/api/object.cpp:19, please report a bug to PyTorch. (_ivalue at ../torch/csrc/jit/api/object.cpp:19)",abort-message-terminating-with-uncaught-exception-of-type-c10-ivalue-internal-assert-failed-at-torch-csrc-jit-api-object-cpp-19-please-report-a-bug-to-pytorch-ivalue-at-torch-csrc-jit-api-object-cpp-19,5,3,5,,2020-08-18T07:21:07.882Z,2020-08-21T02:56:34.439Z,True,2020-08-21T02:56:34.439Z,regular,False,False,,,True,False,False,,,90,0,False,KevinZ1992,18,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 27588, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}]"
93450,PyTorch version compatibility with Libtorch iOS,PyTorch version compatibility with Libtorch iOS,pytorch-version-compatibility-with-libtorch-ios,1,0,1,,2020-08-20T06:43:46.030Z,2020-08-20T06:43:46.092Z,True,2020-08-20T06:43:46.092Z,regular,False,False,,,True,False,False,,,47,0,False,mark_jimenez,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 26385, 'primary_group_id': None}]"
93193,"Attempted to read a PyTorch file with version 3, but the maximum supported version for reading is 2","Attempted to read a PyTorch file with version 3, but the maximum supported version for reading is 2",attempted-to-read-a-pytorch-file-with-version-3-but-the-maximum-supported-version-for-reading-is-2,4,1,4,,2020-08-18T08:51:02.910Z,2020-08-18T11:17:55.376Z,True,2020-08-18T11:17:55.376Z,regular,False,False,,,True,False,False,,,441,2,False,KevinZ1992,18,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 35661, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 27588, 'primary_group_id': None}]"
67629,Converting Tensor_float32 to Bitmap,Converting Tensor_float32 to Bitmap,converting-tensor-float32-to-bitmap,2,0,2,,2020-01-25T13:50:49.895Z,2020-08-17T21:50:46.838Z,True,2020-08-17T21:50:46.838Z,regular,False,False,,,True,False,False,,,212,0,False,sepiiii,18,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 26871, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 35432, 'primary_group_id': None}]"
92485,Pix2pix model tracing,Pix2pix model tracing,pix2pix-model-tracing,2,0,2,,2020-08-11T21:56:10.779Z,2020-08-17T21:44:52.953Z,True,2020-08-17T21:44:52.953Z,regular,False,False,,,True,False,False,,,64,0,False,sepiiii,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 35432, 'primary_group_id': None}]"
89694,"Examples for object detection,pose estimation,segmentation","Examples for object detection,pose estimation,segmentation",examples-for-object-detection-pose-estimation-segmentation,7,4,7,,2020-07-18T14:04:01.683Z,2020-08-16T10:42:48.922Z,True,2020-08-16T10:42:48.922Z,regular,False,False,,,True,False,False,,,163,1,False,kshitijpatil09,18,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 31732, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 23920, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 35186, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 26420, 'primary_group_id': None}]"
92643,Protecting Pytoch .pt model from decompilation in mobile app,Protecting Pytoch .pt model from decompilation in mobile app,protecting-pytoch-pt-model-from-decompilation-in-mobile-app,1,0,1,,2020-08-13T07:21:47.871Z,2020-08-13T07:21:47.956Z,True,2020-08-13T07:21:47.956Z,regular,False,False,,,True,False,False,,,57,0,False,mxf,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 35491, 'primary_group_id': None}]"
90105,Linking error when calling Pytorch c++ API from my c++ project for Android,Linking error when calling Pytorch c++ API from my c++ project for Android,linking-error-when-calling-pytorch-c-api-from-my-c-project-for-android,2,0,2,,2020-07-22T07:37:49.097Z,2020-08-11T01:12:16.412Z,True,2020-08-11T01:12:16.412Z,regular,False,False,,,True,False,False,,,132,0,False,walktim,18,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 34617, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 35390, 'primary_group_id': None}]"
61360,[Torchvision] [Android] Torchvision.ops when will they be available on Mobile,[Torchvision] [Android] Torchvision.ops when will they be available on Mobile,torchvision-android-torchvision-ops-when-will-they-be-available-on-mobile,5,1,5,,2019-11-18T13:34:29.509Z,2020-08-06T04:41:34.911Z,True,2020-08-06T04:41:34.911Z,regular,False,False,,,True,False,False,,,443,3,False,Redney_Quartz,18,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 23886, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 23420, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 30111, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 29301, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 35186, 'primary_group_id': None}]"
91215,Numpy-like tensor processing on Android,Numpy-like tensor processing on Android,numpy-like-tensor-processing-on-android,4,2,4,,2020-07-31T10:36:24.502Z,2020-08-01T08:35:31.716Z,True,2020-08-01T08:35:31.716Z,regular,False,False,,,True,False,False,,,111,1,False,tom,18,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 22956, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 616, 'primary_group_id': None}]"
91090,Are there any best practices for using torchscript with pytorch-mobile?,Are there any best practices for using torchscript with pytorch-mobile?,are-there-any-best-practices-for-using-torchscript-with-pytorch-mobile,2,0,2,,2020-07-30T11:38:15.651Z,2020-07-31T11:56:30.785Z,True,2020-07-31T11:56:30.785Z,regular,False,False,,,True,False,False,,,87,1,False,Ludwig_Friborg,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 23920, 'primary_group_id': None}]"
86126,How to print out model weights in iOS Libtorch?,How to print out model weights in iOS Libtorch?,how-to-print-out-model-weights-in-ios-libtorch,17,12,17,,2020-06-19T23:06:44.748Z,2020-07-29T05:47:20.984Z,True,2020-07-29T05:47:20.984Z,regular,False,False,,,True,False,False,,,313,6,False,Bryan_Wang,18,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 32757, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 23706, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 33949, 'primary_group_id': None}]"
89543,Error about custom build. When runing quanted model on android,Error about custom build. When runing quanted model on android,error-about-custom-build-when-runing-quanted-model-on-android,2,0,2,,2020-07-17T06:42:12.089Z,2020-07-24T02:35:52.630Z,True,2020-07-24T02:35:52.630Z,regular,False,False,,,True,False,False,,,60,0,False,KevinZ1992,18,False,,True,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 27588, 'primary_group_id': None}]"
82011,TorchScript Error Unknown builtin op,TorchScript Error Unknown builtin op,torchscript-error-unknown-builtin-op,6,1,6,,2020-05-19T15:45:47.604Z,2020-07-13T14:48:48.793Z,True,2020-07-13T14:48:48.793Z,regular,False,False,,,True,False,False,,,253,2,False,DTSED,18,False,,True,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 29593, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 23706, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 26385, 'primary_group_id': None}]"
88354,How to use (torch.utils.data.DataLoader) in android?,How to use (torch.utils.data.DataLoader) in android?,how-to-use-torch-utils-data-dataloader-in-android,5,4,6,,2020-07-08T09:04:51.138Z,2020-07-13T07:55:06.814Z,True,2020-07-13T07:55:06.814Z,regular,False,False,,,True,False,False,,,91,0,False,Micla-SHL,18,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 34020, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}]"
88657,AttributeError: 'builtin_function_or_method' object has no attribute 'dim',AttributeError: &lsquo;builtin_function_or_method&rsquo; object has no attribute &lsquo;dim&rsquo;,attributeerror-builtin-function-or-method-object-has-no-attribute-dim,3,2,4,,2020-07-10T09:18:05.204Z,2020-07-13T06:26:32.975Z,True,2020-07-13T06:26:32.975Z,regular,False,False,,,True,False,False,,,241,0,False,lianzhang132,18,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 33830, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}]"
88763,Mesh R-CNN on android,Mesh R-CNN on android,mesh-r-cnn-on-android,1,0,1,,2020-07-11T06:01:40.573Z,2020-07-11T06:01:40.637Z,True,2020-07-11T06:07:24.109Z,regular,False,False,,,True,False,False,,,77,0,False,sujay,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 24059, 'primary_group_id': None}]"
88388,Check which engine is used for convolution operations,Check which engine is used for convolution operations,check-which-engine-is-used-for-convolution-operations,2,0,2,,2020-07-08T12:22:55.629Z,2020-07-08T19:57:57.854Z,True,2020-07-08T19:57:57.854Z,regular,False,False,,,True,False,False,,,82,0,False,xta0,18,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 31921, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 23706, 'primary_group_id': None}]"
88100,Mobile GPU support on Android,Mobile GPU support on Android,mobile-gpu-support-on-android,1,0,1,,2020-07-06T11:37:51.881Z,2020-07-06T11:37:51.943Z,True,2020-07-06T11:39:35.866Z,regular,False,False,,,True,False,False,,,115,1,False,saeed_masoomi,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 27703, 'primary_group_id': None}]"
66482,Model with tensor and number operations errors in iOS,Model with tensor and number operations errors in iOS,model-with-tensor-and-number-operations-errors-in-ios,17,11,17,,2020-01-13T07:14:13.457Z,2020-07-05T12:28:06.591Z,True,2020-07-05T12:58:19.487Z,regular,False,False,,,True,False,False,,,654,1,False,Harsh_Thaker,18,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 26385, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 26547, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 23706, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 29467, 'primary_group_id': None}]"
84570,Error when loading quantized Retinanet in android environment,Error when loading quantized Retinanet in android environment,error-when-loading-quantized-retinanet-in-android-environment,2,0,2,,2020-06-07T21:21:30.248Z,2020-06-25T15:35:19.721Z,True,2020-06-25T15:35:19.721Z,regular,False,False,,,True,False,False,,,120,0,False,ntreepoint,18,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 32763, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 33494, 'primary_group_id': None}]"
86907,Linker errors when trying to use C++ API from my own project,Linker errors when trying to use C++ API from my own project,linker-errors-when-trying-to-use-c-api-from-my-own-project,1,0,1,,2020-06-25T14:06:07.439Z,2020-06-25T14:06:07.500Z,True,2020-06-25T14:06:07.500Z,regular,False,False,,,True,False,False,,,80,0,False,Aviais,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 31245, 'primary_group_id': None}]"
86901,Load own model on android app,Load own model on android app,load-own-model-on-android-app,1,0,1,,2020-06-25T13:48:16.251Z,2020-06-25T13:48:16.340Z,True,2020-06-25T13:48:16.340Z,regular,False,False,,,True,False,False,,,95,0,False,GreenSun,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 33502, 'primary_group_id': None}]"
80694,Compilation error in 'jit/ir/ir.h',Compilation error in &lsquo;jit/ir/ir.h&rsquo;,compilation-error-in-jit-ir-ir-h,4,2,4,,2020-05-11T12:18:51.046Z,2020-06-24T14:27:16.635Z,True,2020-06-24T14:27:16.635Z,regular,False,False,,,True,False,False,,,220,0,False,Aviais,18,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 31245, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 23416, 'primary_group_id': None}]"
86415,Crash when running my TorchScript model from JAVA,Crash when running my TorchScript model from JAVA,crash-when-running-my-torchscript-model-from-java,3,1,3,,2020-06-22T14:36:45.125Z,2020-06-24T06:41:56.111Z,True,2020-06-24T06:41:56.111Z,regular,False,False,,,True,False,False,,,108,0,False,Aviais,18,False,,True,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 31245, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 24326, 'primary_group_id': None}]"
85198,"Torch Mobile android app is huge (90mb apk, but 30mb download size)","Torch Mobile android app is huge (90mb apk, but 30mb download size)",torch-mobile-android-app-is-huge-90mb-apk-but-30mb-download-size,2,0,2,,2020-06-12T11:41:59.811Z,2020-06-23T00:32:02.878Z,True,2020-06-23T00:32:02.878Z,regular,False,False,,,True,False,False,,,103,0,False,IvanKobzarev,18,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 31602, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 24326, 'primary_group_id': None}]"
81390,Forwarding a list of tensors,Forwarding a list of tensors,forwarding-a-list-of-tensors,4,2,5,,2020-05-15T14:20:04.458Z,2020-06-23T00:23:38.972Z,True,2020-06-23T00:23:38.972Z,regular,False,False,,,True,False,False,,,228,1,False,IvanKobzarev,18,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 31314, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 2561, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 24326, 'primary_group_id': None}]"
78872,[JIT] [Mobile] Op may not exist in TorchScript,[JIT] [Mobile] Op may not exist in TorchScript,jit-mobile-op-may-not-exist-in-torchscript,3,1,3,,2020-04-28T20:33:32.857Z,2020-06-22T20:14:33.619Z,True,2020-06-22T20:14:33.619Z,regular,False,False,,,True,False,False,,,142,0,False,zetyquickly,18,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 23886, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 33395, 'primary_group_id': None}]"
86135,Does Pytorch support on-device training?,Does Pytorch support on-device training?,does-pytorch-support-on-device-training,1,0,1,,2020-06-20T01:55:32.910Z,2020-06-20T01:55:32.969Z,True,2020-06-20T01:55:32.969Z,regular,False,False,,,True,False,False,,,89,0,False,ANG_LI,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 33294, 'primary_group_id': None}]"
85277,PyTorch Android cannot load model using trace_script module,PyTorch Android cannot load model using trace_script module,pytorch-android-cannot-load-model-using-trace-script-module,2,0,2,,2020-06-12T23:43:04.637Z,2020-06-16T10:25:05.526Z,True,2020-06-16T10:25:05.526Z,regular,False,False,,,True,False,False,,,212,0,False,vferrer,18,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 32998, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 31164, 'primary_group_id': None}]"
84552,'Undefined symbols for architecture x86_64' for libtorch in swift unit test,&lsquo;Undefined symbols for architecture x86_64&rsquo; for libtorch in swift unit test,undefined-symbols-for-architecture-x86-64-for-libtorch-in-swift-unit-test,8,3,8,,2020-06-07T18:23:02.985Z,2020-06-12T01:11:49.311Z,True,2020-06-12T01:14:22.456Z,regular,False,False,,,True,False,False,,,215,1,False,Bryan_Wang,18,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 32757, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 23706, 'primary_group_id': None}]"
63098,Pytorch mobile object detection example,Pytorch mobile object detection example,pytorch-mobile-object-detection-example,8,3,8,,2019-12-05T07:46:28.959Z,2020-06-11T13:01:09.764Z,True,2020-06-11T13:46:57.431Z,regular,False,False,,,True,False,False,,,792,6,False,neumann,18,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 17350, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 23420, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 31164, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14429, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 32927, 'primary_group_id': None}]"
85006,TorchScript traced model returns inconsistent output tensors on each run,TorchScript traced model returns inconsistent output tensors on each run,torchscript-traced-model-returns-inconsistent-output-tensors-on-each-run,1,0,1,,2020-06-11T07:24:51.015Z,2020-06-11T07:24:51.142Z,True,2020-06-11T08:35:33.732Z,regular,False,False,,,True,False,False,,,94,0,False,maxmx911,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 15976, 'primary_group_id': None}]"
84781,Pytorch C++ with Java Native Interface (JNI) linking error,Pytorch C++ with Java Native Interface (JNI) linking error,pytorch-c-with-java-native-interface-jni-linking-error,1,0,1,,2020-06-09T15:04:26.985Z,2020-06-09T15:04:27.055Z,True,2020-06-09T15:04:27.055Z,regular,False,False,,,True,False,False,,,116,0,False,jparsert,18,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 32543, 'primary_group_id': None}]"
83857,Slow inference with U-2-Net on iOS,Slow inference with U-2-Net on iOS,slow-inference-with-u-2-net-on-ios,4,2,4,,2020-06-02T11:41:00.957Z,2020-06-08T17:33:42.481Z,True,2020-06-08T18:40:09.950Z,regular,False,False,,,True,False,False,,,155,1,False,xta0,18,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 32529, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 23706, 'primary_group_id': None}]"
81795,Use to use GPU if available on mobile,Use to use GPU if available on mobile,use-to-use-gpu-if-available-on-mobile,2,0,2,,2020-05-18T10:54:05.517Z,2020-05-31T21:14:56.557Z,True,2020-05-31T21:14:56.557Z,regular,False,False,,,True,False,False,,,140,1,False,albanD,18,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 31806, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 211, 'primary_group_id': None}]"
