id,title,fancy_title,slug,posts_count,reply_count,highest_post_number,image_url,created_at,last_posted_at,bumped,bumped_at,archetype,unseen,pinned,unpinned,excerpt,visible,closed,archived,bookmarked,liked,views,like_count,has_summary,last_poster_username,category_id,pinned_globally,featured_link,has_accepted_answer,posters
94708,Traced function with addmm slower than Python,Traced function with addmm slower than Python,traced-function-with-addmm-slower-than-python,6,4,6,,2020-08-31T14:31:59.647Z,2020-08-31T15:54:19.423Z,True,2020-08-31T16:03:26.449Z,regular,False,False,,,True,False,False,,,45,0,False,fatvlad,13,False,,True,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36162, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 616, 'primary_group_id': None}]"
94642,"In profiling mode, prim::DifferentiableGraph is present in the graph of a scripted module but not the same traced module","In profiling mode, prim::DifferentiableGraph is present in the graph of a scripted module but not the same traced module",in-profiling-mode-prim-differentiablegraph-is-present-in-the-graph-of-a-scripted-module-but-not-the-same-traced-module,1,0,1,,2020-08-31T03:49:24.307Z,2020-08-31T03:49:24.383Z,True,2020-08-31T03:49:24.383Z,regular,False,False,,,True,False,False,,,32,0,False,chunyuan-w,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36141, 'primary_group_id': None}]"
94433,Order of nodes in scripted graph,Order of nodes in scripted graph,order-of-nodes-in-scripted-graph,3,1,3,,2020-08-28T15:43:32.261Z,2020-08-28T18:50:12.790Z,True,2020-08-28T18:50:12.790Z,regular,False,False,,,True,False,False,,,61,1,False,ttipri,13,False,,True,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 36066, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 616, 'primary_group_id': None}]"
94197,Tracing Torchvision Models,Tracing Torchvision Models,tracing-torchvision-models,1,0,1,,2020-08-26T15:33:16.015Z,2020-08-26T15:33:16.075Z,True,2020-08-26T15:33:16.075Z,regular,False,False,,,True,False,False,,,50,0,False,a_d,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 27289, 'primary_group_id': None}]"
92188,How to define and save a custom operator with a dynamic schema?,How to define and save a custom operator with a dynamic schema?,how-to-define-and-save-a-custom-operator-with-a-dynamic-schema,6,2,6,,2020-08-09T19:56:53.491Z,2020-08-25T23:59:07.122Z,True,2020-08-25T23:59:07.122Z,regular,False,False,,,True,False,False,,,99,0,False,Yanan_Cao,13,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 21801, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 35424, 'primary_group_id': None}]"
94056,RuntimeError: output 1 of traced region did not have observable data dependence with trace inputs; this probably indicates your program cannot be understood by the tracer,RuntimeError: output 1 of traced region did not have observable data dependence with trace inputs; this probably indicates your program cannot be understood by the tracer,runtimeerror-output-1-of-traced-region-did-not-have-observable-data-dependence-with-trace-inputs-this-probably-indicates-your-program-cannot-be-understood-by-the-tracer,1,0,1,,2020-08-25T13:32:18.346Z,2020-08-25T13:32:18.404Z,True,2020-08-25T13:32:18.404Z,regular,False,False,,,True,False,False,,,55,1,False,spabho,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 27962, 'primary_group_id': None}]"
93658,Get intermediate outputs from torchscript graph,Get intermediate outputs from torchscript graph,get-intermediate-outputs-from-torchscript-graph,1,0,1,,2020-08-21T18:30:14.263Z,2020-08-21T18:30:14.317Z,True,2020-08-21T18:30:14.317Z,regular,False,False,,,True,False,False,,,43,0,False,flynntax,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 22906, 'primary_group_id': None}]"
93137,Creating a torchscript wrapper?,Creating a torchscript wrapper?,creating-a-torchscript-wrapper,2,0,2,,2020-08-17T20:20:52.995Z,2020-08-21T08:24:42.422Z,True,2020-08-21T08:24:42.422Z,regular,False,False,,,True,False,False,,,62,0,False,vferrer,13,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 35640, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 31164, 'primary_group_id': None}]"
93433,Model computation time measurement when using Torchscript in C++ (reposted),Model computation time measurement when using Torchscript in C++ (reposted),model-computation-time-measurement-when-using-torchscript-in-c-reposted,2,0,2,,2020-08-20T02:33:04.739Z,2020-08-20T13:29:28.451Z,True,2020-08-20T13:29:28.451Z,regular,False,False,,,True,False,False,,,63,0,False,Jungmo_Ahn,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 15952, 'primary_group_id': None}]"
93472,"c10::Error: Couldn't find an operator for aten::dropout(Tensor input, float p, bool train)","c10::Error: Couldn&rsquo;t find an operator for aten::dropout(Tensor input, float p, bool train)",c10-couldnt-find-an-operator-for-aten-dropout-tensor-input-float-p-bool-train,1,0,1,,2020-08-20T09:46:14.465Z,2020-08-20T09:46:14.514Z,True,2020-08-20T12:27:53.719Z,regular,False,False,,,True,False,False,,,54,0,False,Jonson,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 8928, 'primary_group_id': None}]"
93468,Different Output from Libtorch c++than pytorch,Different Output from Libtorch c++than pytorch,different-output-from-libtorch-c-than-pytorch,3,1,3,,2020-08-20T09:12:31.033Z,2020-08-20T10:13:27.053Z,True,2020-08-20T10:13:27.053Z,regular,False,False,,,True,False,False,,,50,0,False,Arki99,13,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 35750, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 30439, 'primary_group_id': None}]"
92709,PyTorch is officially binded with Rust (tch-rs),PyTorch is officially binded with Rust (tch-rs),pytorch-is-officially-binded-with-rust-tch-rs,3,1,3,,2020-08-13T16:20:31.324Z,2020-08-17T18:41:31.088Z,True,2020-08-19T15:41:54.176Z,regular,False,False,,,True,False,False,,,210,3,False,rchavezj,13,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 8830, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 34266, 'primary_group_id': None}]"
93272,Freeze_module pass for 1.4.x version of PyTorch,Freeze_module pass for 1.4.x version of PyTorch,freeze-module-pass-for-1-4-x-version-of-pytorch,3,1,3,,2020-08-18T19:38:23.320Z,2020-08-18T20:44:24.983Z,True,2020-08-18T20:44:24.983Z,regular,False,False,,,True,False,False,,,54,0,False,vdantu,13,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 21801, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 22986, 'primary_group_id': None}]"
93249,Converting torchscript models to version 1 instead of version 3?,Converting torchscript models to version 1 instead of version 3?,converting-torchscript-models-to-version-1-instead-of-version-3,1,0,1,,2020-08-18T15:59:18.949Z,2020-08-18T15:59:19.014Z,True,2020-08-18T15:59:19.014Z,regular,False,False,,,True,False,False,,,37,0,False,joeyballentine,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 35682, 'primary_group_id': None}]"
92551,Converting a tensor to a Python number for ONNX convertation,Converting a tensor to a Python number for ONNX convertation,converting-a-tensor-to-a-python-number-for-onnx-convertation,9,7,9,,2020-08-12T11:58:14.018Z,2020-08-18T13:55:47.658Z,True,2020-08-18T13:55:47.658Z,regular,False,False,,,True,False,False,,,91,2,False,PlaeryinBol,13,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 35456, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}]"
92735,Torch.jit.script(module) vs @torch.jit.script decorator,Torch.jit.script(module) vs @torch.jit.script decorator,torch-jit-script-module-vs-torch-jit-script-decorator,2,0,2,,2020-08-13T19:23:23.476Z,2020-08-13T20:00:35.917Z,True,2020-08-13T20:03:34.974Z,regular,False,False,,,True,False,False,,,84,0,False,SplitInfinity,13,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 35523, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 34116, 'primary_group_id': None}]"
92674,Torch.jit.trace_module: how to capture modification of passed dict?,Torch.jit.trace_module: how to capture modification of passed dict?,torch-jit-trace-module-how-to-capture-modification-of-passed-dict,1,0,1,,2020-08-13T11:11:27.348Z,2020-08-13T11:11:27.405Z,True,2020-08-13T13:15:43.267Z,regular,False,False,,,True,False,False,,,51,0,False,vadimkantorov,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 775, 'primary_group_id': None}]"
92504,Parameters of the quantized model will miss in state_dict after being traced in pytorch1.6. Is it a bug or feature?,Parameters of the quantized model will miss in state_dict after being traced in pytorch1.6. Is it a bug or feature?,parameters-of-the-quantized-model-will-miss-in-state-dict-after-being-traced-in-pytorch1-6-is-it-a-bug-or-feature,1,0,1,,2020-08-12T03:54:05.531Z,2020-08-12T03:54:05.630Z,True,2020-08-12T14:53:29.611Z,regular,False,False,,,True,False,False,,,48,0,False,Wenlong_Shi,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 19830, 'primary_group_id': None}]"
91848,FBGEMM & Python Performance,FBGEMM &amp; Python Performance,fbgemm-python-performance,1,0,1,,2020-08-06T11:49:20.802Z,2020-08-06T11:49:20.851Z,True,2020-08-06T11:49:20.851Z,regular,False,False,,,True,False,False,,,58,0,False,sbsky,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 17934, 'primary_group_id': None}]"
91135,Missing ops in scripted function,Missing ops in scripted function,missing-ops-in-scripted-function,3,0,3,,2020-07-30T18:37:09.333Z,2020-08-03T19:21:08.840Z,True,2020-08-03T19:21:08.840Z,regular,False,False,,,True,False,False,,,96,2,False,Michael_Suo,13,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 26902, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14362, 'primary_group_id': None}]"
90739,Torch JIT trace problem,Torch JIT trace problem,torch-jit-trace-problem,2,0,2,,2020-07-27T23:38:10.669Z,2020-07-31T01:34:27.257Z,True,2020-07-31T01:34:27.257Z,regular,False,False,,,True,False,False,,,114,0,False,rayleichen,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 31791, 'primary_group_id': None}]"
89568,How to convert darts to ONNX,How to convert darts to ONNX,how-to-convert-darts-to-onnx,9,6,9,,2020-07-17T09:38:16.174Z,2020-07-30T01:20:56.378Z,True,2020-07-30T01:20:56.378Z,regular,False,False,,,True,False,False,,,130,0,False,crook52,13,False,,True,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 34439, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 9625, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}]"
82415,Debugging runtime error module->forward(inputs) libtorch 1.4,Debugging runtime error module-&gt;forward(inputs) libtorch 1.4,debugging-runtime-error-module-forward-inputs-libtorch-1-4,11,7,11,https://discuss.pytorch.org/uploads/default/original/3X/7/6/765f53f1c30856e251e8011d95aced362fba404b.png,2020-05-22T03:00:57.735Z,2020-07-29T23:29:29.075Z,True,2020-07-29T23:29:29.075Z,regular,False,False,,,True,False,False,,,571,1,False,DBraun,13,False,,True,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 32014, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 4802, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 10590, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 33998, 'primary_group_id': None}]"
90850,Custom operation with quantization,Custom operation with quantization,custom-operation-with-quantization,1,0,1,,2020-07-28T15:29:04.227Z,2020-07-28T15:29:04.281Z,True,2020-07-28T15:29:04.281Z,regular,False,False,,,True,False,False,,,35,0,False,zzoon91,13,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 21841, 'primary_group_id': None}]"
89933,Operator to convert intlist to tensor?,Operator to convert intlist to tensor?,operator-to-convert-intlist-to-tensor,6,2,6,,2020-07-20T17:59:00.861Z,2020-07-28T00:35:51.508Z,True,2020-07-28T00:35:51.508Z,regular,False,False,,,True,False,False,,,100,0,False,vdantu,13,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 21801, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 616, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 15734, 'primary_group_id': None}]"
