id,title,fancy_title,slug,posts_count,reply_count,highest_post_number,image_url,created_at,last_posted_at,bumped,bumped_at,archetype,unseen,pinned,unpinned,excerpt,visible,closed,archived,bookmarked,liked,views,like_count,has_summary,last_poster_username,category_id,pinned_globally,featured_link,has_accepted_answer,posters
89074,Resnet50 Pytorch Model Accuracy Loss,Resnet50 Pytorch Model Accuracy Loss,resnet50-pytorch-model-accuracy-loss,5,1,5,,2020-07-14T01:41:31.277Z,2020-07-18T00:03:03.617Z,True,2020-07-18T01:08:50.265Z,regular,False,False,,,True,False,False,,,91,0,False,mai202,10,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 34261, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}]"
89451,Slow quantized inference on Cortex-A72,Slow quantized inference on Cortex-A72,slow-quantized-inference-on-cortex-a72,2,1,2,,2020-07-16T14:10:04.986Z,2020-07-16T21:15:33.906Z,True,2020-07-16T21:15:33.906Z,regular,False,False,,,True,False,False,,,57,1,False,jfix,10,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 34401, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
88399,How to use the AOT bundle in pytorch?,How to use the AOT bundle in pytorch?,how-to-use-the-aot-bundle-in-pytorch,4,2,4,,2020-07-08T13:35:29.901Z,2020-07-10T04:28:05.168Z,True,2020-07-10T04:28:05.168Z,regular,False,False,,,True,False,False,,,111,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 32221, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
44055,Cross-compiling for ARM and other archs,Cross-compiling for ARM and other archs,cross-compiling-for-arm-and-other-archs,4,1,4,,2019-04-30T22:55:13.228Z,2020-06-25T19:40:04.963Z,True,2020-06-25T19:40:04.963Z,regular,False,False,,,True,False,False,,,786,3,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 17647, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 32528, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
85954,How do I run the inference in model I have written in pytorch on glow?,How do I run the inference in model I have written in pytorch on glow?,how-do-i-run-the-inference-in-model-i-have-written-in-pytorch-on-glow,4,2,4,,2020-06-18T15:54:40.898Z,2020-06-25T18:29:53.522Z,True,2020-06-25T18:29:53.522Z,regular,False,False,,,True,False,False,,,141,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 32221, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
86579,Unable to find models or images when I run ./test/images/run.sh?,Unable to find models or images when I run ./test/images/run.sh?,unable-to-find-models-or-images-when-i-run-test-images-run-sh,3,1,3,,2020-06-23T15:22:23.005Z,2020-06-25T13:27:11.875Z,True,2020-06-25T13:54:40.355Z,regular,False,False,,,True,False,False,,,91,0,False,tazz,10,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 32221, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8411, 'primary_group_id': None}]"
86610,Build Glow on Windows,Build Glow on Windows,build-glow-on-windows,2,0,2,,2020-06-23T20:40:19.704Z,2020-06-25T02:16:42.084Z,True,2020-06-25T02:16:42.084Z,regular,False,False,,,True,False,False,,,79,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 33446, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
85829,Can Glow compile training of dynamically scheduled networks?,Can Glow compile training of dynamically scheduled networks?,can-glow-compile-training-of-dynamically-scheduled-networks,2,0,2,,2020-06-17T18:22:56.820Z,2020-06-25T02:02:34.580Z,True,2020-06-25T02:02:34.580Z,regular,False,False,,,True,False,False,,,82,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 20747, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
85549,Can you compare MLIR vs. GLOW?,Can you compare MLIR vs. GLOW?,can-you-compare-mlir-vs-glow,4,2,4,,2020-06-15T18:08:23.731Z,2020-06-25T01:55:15.897Z,True,2020-06-25T01:55:15.897Z,regular,False,False,,,True,False,False,,,350,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 4562, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
39568,Quantization example resnet50,Quantization example resnet50,quantization-example-resnet50,24,17,24,,2019-03-12T02:39:48.614Z,2020-06-10T19:09:40.148Z,True,2020-06-10T19:09:40.148Z,regular,False,False,,,True,False,False,,,2723,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 16559, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 2006, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 21354, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 22397, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
79965,Initialize weights as a constant array?,Initialize weights as a constant array?,initialize-weights-as-a-constant-array,3,0,3,,2020-05-06T10:03:48.250Z,2020-05-28T21:48:18.327Z,True,2020-05-28T21:48:18.327Z,regular,False,False,,,True,False,False,,,109,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 31171, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 25536, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
80480,Load an onnx model with ConvTranspose2d group > 1,Load an onnx model with ConvTranspose2d group &gt; 1,load-an-onnx-model-with-convtranspose2d-group-1,9,6,9,,2020-05-09T17:55:50.470Z,2020-05-18T10:45:54.256Z,True,2020-05-18T10:45:54.256Z,regular,False,False,,,True,False,False,,,234,1,False,sheh,10,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 31361, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3534, 'primary_group_id': None}]"
76670,CPUOperatorTest failed. How can I fix this?,CPUOperatorTest failed. How can I fix this?,cpuoperatortest-failed-how-can-i-fix-this,2,0,2,https://discuss.pytorch.org/uploads/default/original/3X/9/9/9945427446d601c56f75670d3a24a1b69fc9ea1e.png,2020-04-14T02:05:44.051Z,2020-04-14T02:20:37.451Z,True,2020-04-14T02:20:37.451Z,regular,False,False,,,True,False,False,,,80,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 29993, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
75054,Glow: Compiling a model with varying size input,Glow: Compiling a model with varying size input,glow-compiling-a-model-with-varying-size-input,2,0,2,,2020-04-01T22:44:21.904Z,2020-04-04T00:58:19.796Z,True,2020-04-04T00:58:19.796Z,regular,False,False,,,True,False,False,,,124,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 24552, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
73317,Translating PyTorch into Glow IR,Translating PyTorch into Glow IR,translating-pytorch-into-glow-ir,3,1,3,,2020-03-15T22:02:29.275Z,2020-03-19T03:53:56.987Z,True,2020-03-19T03:53:56.987Z,regular,False,False,,,True,False,False,,,183,0,False,yetanadur,10,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 27183, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8411, 'primary_group_id': None}]"
70189,Tutorial for Hardware Designer,Tutorial for Hardware Designer,tutorial-for-hardware-designer,6,2,6,,2020-02-18T14:40:09.784Z,2020-02-21T05:21:20.563Z,True,2020-02-21T05:21:20.563Z,regular,False,False,,,True,False,False,,,269,2,False,Xusine1131,10,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 27803, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 21201, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8411, 'primary_group_id': None}]"
68531,Error when compiling glow on Ubuntu 18.04,Error when compiling glow on Ubuntu 18.04,error-when-compiling-glow-on-ubuntu-18-04,5,2,5,,2020-02-03T17:03:45.460Z,2020-02-21T04:23:06.380Z,True,2020-02-21T04:23:06.380Z,regular,False,False,,,True,False,False,,,186,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 27183, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 999, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
67343,Video inference using glow,Video inference using glow,video-inference-using-glow,2,0,2,,2020-01-22T07:16:52.965Z,2020-01-27T21:27:06.708Z,True,2020-01-27T21:27:06.708Z,regular,False,False,,,True,False,False,,,149,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 26769, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
63925,Error on MAC OS: Unable to load the JIT library,Error on MAC OS: Unable to load the JIT library,error-on-mac-os-unable-to-load-the-jit-library,2,0,2,,2019-12-13T04:22:15.217Z,2019-12-30T15:56:13.822Z,True,2019-12-30T15:56:13.822Z,regular,False,False,,,True,False,False,,,130,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 21201, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
64922,Extending Select to support Int32,Extending Select to support Int32,extending-select-to-support-int32,2,1,2,,2019-12-24T21:00:55.841Z,2019-12-28T13:51:38.937Z,True,2019-12-28T13:51:38.937Z,regular,False,False,,,True,False,False,,,129,1,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 25895, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
63863,How to execute a onnx model having LSTM feature with Glow compiler,How to execute a onnx model having LSTM feature with Glow compiler,how-to-execute-a-onnx-model-having-lstm-feature-with-glow-compiler,3,0,3,,2019-12-12T12:33:13.522Z,2019-12-23T06:19:12.637Z,True,2019-12-23T06:19:12.637Z,regular,False,False,,,True,False,False,,,449,0,False,Compiler-team-1,10,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 23212, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8411, 'primary_group_id': None}]"
62762,Partitioning multiple networks,Partitioning multiple networks,partitioning-multiple-networks,2,0,2,,2019-12-02T16:09:15.971Z,2019-12-09T23:16:25.476Z,True,2019-12-09T23:16:25.476Z,regular,False,False,,,True,False,False,,,195,2,False,gcatron,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 25064, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 25270, 'primary_group_id': None}]"
18933,Map high-level (graph) IR to low-level IR,Map high-level (graph) IR to low-level IR,map-high-level-graph-ir-to-low-level-ir,4,0,4,,2018-05-31T00:09:36.239Z,2019-12-08T19:40:42.876Z,True,2019-12-08T19:40:42.876Z,regular,False,False,,,True,False,False,,,1265,2,False,Sharath_R,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 8676, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 10918, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 19632, 'primary_group_id': None}]"
58727,Creating bundles error,Creating bundles error,creating-bundles-error,2,0,2,https://discuss.pytorch.org/uploads/default/optimized/3X/3/6/366605ff842f0e5e31c0c5c5280d68944a5bfaa9_2_1024x156.png,2019-10-20T14:50:59.101Z,2019-12-02T19:21:58.196Z,True,2019-12-02T19:21:58.196Z,regular,False,False,,,True,False,False,,,194,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 23548, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
56065,Undefined reference to glow::Stats(),Undefined reference to glow::Stats(),undefined-reference-to-glow-stats,5,0,5,,2019-09-16T14:30:41.206Z,2019-10-16T06:19:58.516Z,True,2019-10-16T06:19:58.516Z,regular,False,False,,,True,False,False,,,390,1,False,Compiler-team-1,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 22580, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13182, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 23212, 'primary_group_id': None}]"
57589,Habana backend compile error,Habana backend compile error,habana-backend-compile-error,1,0,1,,2019-10-07T01:58:35.017Z,2019-10-07T01:58:35.079Z,True,2019-10-07T01:58:35.079Z,regular,False,False,,,True,False,False,,,218,0,False,leejaymin,10,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 21201, 'primary_group_id': None}]"
52273,Debugging Glow in terms of Glow IR,Debugging Glow in terms of Glow IR,debugging-glow-in-terms-of-glow-ir,1,0,1,https://discuss.pytorch.org/uploads/default/original/2X/9/94d266ffc60491838d5bb6ad434263ba5827c61f.jpeg,2019-08-01T05:58:24.629Z,2019-08-01T05:58:24.683Z,True,2019-08-01T05:58:24.683Z,regular,False,False,,,True,False,False,,,274,0,False,leejaymin,10,False,,False,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 21201, 'primary_group_id': None}]"
48459,List of high and low level IR,List of high and low level IR,list-of-high-and-low-level-ir,4,1,4,,2019-06-20T00:50:02.590Z,2019-07-24T04:53:34.892Z,True,2019-07-26T07:47:39.575Z,regular,False,False,,,True,False,False,,,307,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 19824, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
50461,Glow example run error,Glow example run error,glow-example-run-error,3,1,3,,2019-07-12T17:27:16.984Z,2019-07-14T17:50:32.625Z,True,2019-07-14T17:50:32.625Z,regular,False,False,,,True,False,False,,,267,0,False,glossyfungus,10,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 20558, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8411, 'primary_group_id': None}]"
49015,No int8 4x speedup is observed,No int8 4x speedup is observed,no-int8-4x-speedup-is-observed,4,3,4,,2019-06-26T13:37:28.454Z,2019-06-27T16:03:55.250Z,True,2019-06-27T16:03:55.250Z,regular,False,False,,,True,False,False,,,414,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 4623, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
48902,What is gpu_0/data?,What is gpu_0/data?,what-is-gpu-0-data,4,1,4,,2019-06-25T10:11:27.634Z,2019-06-25T21:30:33.812Z,True,2019-06-25T21:30:33.812Z,regular,False,False,,,True,False,False,,,280,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 4623, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
46568,Possible to compile to LLVM-IR?,Possible to compile to LLVM-IR?,possible-to-compile-to-llvm-ir,7,4,7,,2019-05-29T16:43:03.580Z,2019-06-22T04:22:42.955Z,True,2019-06-22T04:22:42.955Z,regular,False,False,,,True,False,False,,,668,4,False,Bert_Maher,10,False,,True,"[{'extras': None, 'description': 'Original Poster', 'user_id': 19131, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 19577, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8411, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 13182, 'primary_group_id': None}]"
48263,Running Pytorch models on host x86,Running Pytorch models on host x86,running-pytorch-models-on-host-x86,7,5,8,,2019-06-18T12:57:03.500Z,2019-06-21T23:23:31.436Z,True,2019-06-21T23:23:31.436Z,regular,False,False,,,True,False,False,,,474,1,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 4623, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
47925,Error in glow examples,Error in glow examples,error-in-glow-examples,2,0,2,https://discuss.pytorch.org/uploads/default/optimized/2X/3/3747b02e65299d64a5191f33624fcc56be626a88_2_1024x335.png,2019-06-14T06:11:21.485Z,2019-06-14T06:30:54.242Z,True,2019-06-14T06:30:54.242Z,regular,False,False,,,True,False,False,,,246,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 19632, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
47739,How to generate LLVM IR from the pytorch code,How to generate LLVM IR from the pytorch code,how-to-generate-llvm-ir-from-the-pytorch-code,4,2,4,,2019-06-12T13:05:16.131Z,2019-06-13T17:24:01.627Z,True,2019-06-13T17:24:01.627Z,regular,False,False,,,True,False,False,,,379,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 19545, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
42252,How to output the Low-level IR instructions to a file in Glow?,How to output the Low-level IR instructions to a file in Glow?,how-to-output-the-low-level-ir-instructions-to-a-file-in-glow,7,5,8,,2019-04-11T05:39:51.373Z,2019-06-12T07:10:08.692Z,True,2019-06-12T07:10:08.692Z,regular,False,False,,,True,False,False,,,424,0,False,ritesh_gupta,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 17375, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8411, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 19545, 'primary_group_id': None}]"
45945,MLIR - a common intermediate representation (IR),MLIR - a common intermediate representation (IR),mlir-a-common-intermediate-representation-ir,2,1,2,,2019-05-22T19:35:49.243Z,2019-05-27T00:25:17.807Z,True,2019-05-27T00:25:17.807Z,regular,False,False,,,True,False,False,,,1204,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 18891, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
44988,Glow master branch ninja test,Glow master branch ninja test,glow-master-branch-ninja-test,2,0,2,,2019-05-11T13:23:53.099Z,2019-05-27T00:21:10.326Z,True,2019-05-27T00:21:10.326Z,regular,False,False,,,True,False,False,,,212,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 18559, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
45342,Compiling Tests for RISC-V,Compiling Tests for RISC-V,compiling-tests-for-risc-v,6,2,6,,2019-05-15T19:40:47.320Z,2019-05-16T03:51:11.250Z,True,2019-05-16T03:51:11.250Z,regular,False,False,,,True,False,False,,,618,0,False,Bert_Maher,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 18466, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 13182, 'primary_group_id': None}]"
44061,Unable to compile for targets other than x86_64,Unable to compile for targets other than x86_64,unable-to-compile-for-targets-other-than-x86-64,3,2,3,,2019-05-01T00:32:44.064Z,2019-05-02T18:36:17.071Z,True,2019-05-02T18:36:17.071Z,regular,False,False,,,True,False,False,,,283,1,False,wny,10,False,,False,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 17647, 'primary_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8411, 'primary_group_id': None}]"
42772,Using glow with model made using PyTorch Python API,Using glow with model made using PyTorch Python API,using-glow-with-model-made-using-pytorch-python-api,4,2,4,,2019-04-16T21:27:50.923Z,2019-04-18T02:45:23.533Z,True,2019-04-18T02:45:23.533Z,regular,False,False,,,True,False,False,,,609,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 9981, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
42693,No tensor registered with name,No tensor registered with name,no-tensor-registered-with-name,6,4,6,,2019-04-16T05:27:15.739Z,2019-04-16T20:59:16.812Z,True,2019-04-16T20:59:16.812Z,regular,False,False,,,True,False,False,,,356,0,False,jfix,10,False,,False,"[{'extras': None, 'description': 'Original Poster', 'user_id': 17647, 'primary_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 8411, 'primary_group_id': None}]"
